place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,
祁连四村,精装修，大三房，全屋定制，采光好。,中楼层 (共6层) | 1997年建 | 3室1厅 | 98.51平米 | 南,535,"54,310",1997,98.51,25,31.32171182,121.3886365,63491,2,,,,,,,,
祁连四村,上大板块祁连四村 大两房 中间楼层 一手动迁 税费少,中楼层 (共6层) | 1997年建 | 2室1厅 | 92.36平米 | 南,460,"49,806",1997,92.36,25,31.32171182,121.3886365,63491,2,,,,,,,,
祁连四村,满五 普宅 生活配套全面 吃喝玩乐一条街，双地铁,高楼层 (共6层) | 1997年建 | 2室1厅 | 67.28平米 | 南,345,"51,279",1997,67.28,25,31.32171182,121.3886365,63491,2,,,,,,,,
祁连欣苑,满五，户型正，南北通，三房二卫，房东诚心出售,高楼层 (共6层) | 2003年建 | 3室2厅 | 115.19平米 | 南 北,596,"51,741",2003,115.19,19,31.31684532,121.3839505,63491,2,,,,,,,,
祁连欣苑,全明户型，视野开阔，满五，使用率高,高楼层 (共6层) | 2003年建 | 4室2厅 | 147.44平米 | 南 北,660,"44,764",2003,147.44,19,31.31684532,121.3839505,63491,2,,,,,,,,
祁连欣苑,出行方便，带花园，税费低，方正三房，诚意出售！,低楼层 (共6层) | 2003年建 | 3室2厅 | 114.01平米 | 南,605,"53,066",2003,114.01,19,31.31684532,121.3839505,63491,2,,,,,,,,
祁连欣苑,婚房装修 满五年 诚心出售 可以看房,低楼层 (共9层) | 2006年建 | 2室2厅 | 86.68平米 | 南 北,468,"53,992",2006,86.68,16,31.31684532,121.3839505,63491,2,,,,,,,,
禄德华苑,一手动迁税费低，禄德华苑大三房。,低楼层 (共11层) | 2010年建 | 3室2厅 | 120.74平米 | 南 北,484,"40,087",2010,120.74,12,31.27424707,121.4820739,63491,2,,,,,,,,
经纬城市绿洲,户型难得！次新小区+餐客厅直通+自如精装+诚意出售！,低楼层 (共8层) | 2017年建 | 2室2厅 | 89.01平米 | 东 南 北,538,"60,443",2017,89.01,5,31.32806779,121.4041283,63491,2,,,,,,,,
经纬城市绿洲,急售！双阳台+双飘窗+南北通，户型正气位置好！,低楼层 (共14层) | 2017年建 | 2室2厅 | 88.76平米 | 南 北,536,"60,388",2017,88.76,5,31.32806779,121.4041283,63491,2,,,,,,,,
经纬城市绿洲,大3房127平，16年小区正中位置，东侧花园景观，光线好,低楼层 (共14层) | 2017年建 | 3室2厅 | 126.98平米 | 南,758,"59,695",2017,126.98,5,31.32806779,121.4041283,63491,2,,,,,,,,
经纬学府涵青花园(二期),房子南北直通户型好，近花园环境好，看房方便,低楼层 (共14层) | 2009年建 | 2室2厅 | 96.11平米 | 南 北,585,"60,868",2009,96.11,13,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),满五一套房，南北通双阳台户型，靠南门出行便利诚意卖,低楼层 (共13层) | 2007年建 | 2室2厅 | 92.47平米 | 南,555,"60,020",2007,92.47,15,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),店长推荐，满五少税，诚意出售，经纬品质，看房方便,低楼层 (共17层) | 2010年建 | 2室2厅 | 95.59平米 | 南,548,"57,329",2010,95.59,12,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),一楼宋70平地下室，落地飘窗，满五税少，三房两卫,低楼层 (共13层) | 2009年建 | 3室2厅 | 129.2平米 | 南 北,780,"60,372",2009,129.2,13,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),经纬大三房 满五年一套 税费少，挑高3.1米空间大,低楼层 (共17层) | 2010年建 | 3室2厅 | 107.97平米 | 南 北,670,"62,055",2010,107.97,12,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),本房满五，南北直通，精装修，拎包入住。,中楼层 (共14层) | 2009年建 | 2室2厅 | 94.83平米 | 南 北,590,"62,217",2009,94.83,13,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),户型正气，三开间朝南，品质小区绿化高，诚意出售,低楼层 (共13层) | 2007年建 | 3室1厅 | 115.24平米 | 南,688,"59,702",2007,115.24,15,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),户型正气，三开间朝南，品质小区绿化高，诚意出售,低楼层 (共13层) | 2007年建 | 3室1厅 | 115.24平米 | 南,688,"59,702",2007,115.24,15,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),满五年 全南无遮挡 小区前排 看房方便 采光充足,低楼层 (共17层) | 2008年建 | 2室2厅 | 94.81平米 | 南,569,"60,015",2008,94.81,14,31.33689444,121.4041047,63491,2,,,,,,,,
经纬学府涵青花园(二期),南北通，位置佳，地铁近，户型好,低楼层 (共14层) | 2007年建 | 2室1厅 | 95.47平米 | 南,578,"60,543",2007,95.47,15,31.33689444,121.4041047,63491,2,,,,,,,,
经纬观澜弘郡家园(三期),经纬三期品质三房，底层复式，诚意出售,低楼层 (共14层) | 2009年建 | 3室2厅 | 200.41平米 | 东 南 北,975,"48,651",2009,200.41,13,31.33318085,121.4043,63491,2,,,,,,,,
经纬观澜弘郡家园(三期),满五 v 一 景观复式 税费少 业主诚售 绿化高 可谈,低楼层 (共17层) | 2009年建 | 5室3厅 | 327.78平米 | 南,1980,"60,407",2009,327.78,13,31.33318085,121.4043,63491,2,,,,,,,,
经纬观澜弘郡家园(三期),近地铁+满五年税费少+生活方便+南北通透,低楼层 (共14层) | 2009年建 | 2室2厅 | 132.06平米 | 南 北,685,"51,871",2009,132.06,13,31.33318085,121.4043,63491,2,,,,,,,,
经纬阳光水岸家园(一期),满五年V一 ，电梯大三房，次顶层，采光好，视野开阔,高楼层 (共6层) | 2005年建 | 3室2厅 | 129.71平米 | 南 北,850,"65,531",2005,129.71,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),单价低，有钥匙，采光好，精装修,低楼层 (共11层) | 2005年建 | 3室2厅 | 160.34平米 | 南 北,966,"60,247",2005,160.34,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),楼层好，位置好。满五年，税费少,高楼层 (共9层) | 2005年建 | 2室2厅 | 112.61平米 | 南,713,"63,316",2005,112.61,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),让阳光洒满客厅和卧室，户型好，满五 二手买进 税少,低楼层 (共11层) | 2005年建 | 2室2厅 | 117平米 | 南 北,686,"58,633",2005,117,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),花园景观房，楼层视野好，户型正气，精装修，诚意出售,中楼层 (共9层) | 2005年建 | 2室2厅 | 100.02平米 | 南 北,660,"65,987",2005,100.02,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),花园位置的两房，精装修，诚意出售,低楼层 (共9层) | 2005年建 | 2室2厅 | 104.65平米 | 南 北,656,"62,686",2005,104.65,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),房屋满五年，南北通透的格局，有电梯中高层,中楼层 (共6层) | 2005年建 | 3室1厅 | 107.55平米 | 南 北,680,"63,227",2005,107.55,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),此房满五年，南北通透户型，得房率高。,低楼层 (共6层) | 2005年建 | 3室2厅 | 107.55平米 | 南 北,648,"60,252",2005,107.55,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),本房满五年，南北通，精装修，总价低,低楼层 (共6层) | 2005年建 | 2室2厅 | 88.65平米 | 南 北,534,"60,237",2005,88.65,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),此方户型方正，南北双阳台，得房率很高,低楼层 (共9层) | 2005年建 | 3室2厅 | 133.01平米 | 南,860,"64,657",2005,133.01,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),满五年，税费少，业主诚意出售，随时可以看房,低楼层 (共9层) | 2005年建 | 2室2厅 | 108.23平米 | 南 北,680,"62,830",2005,108.23,17,31.33303149,121.410991,63491,2,,,,,,,,
经纬阳光水岸家园(一期),满五年，税费少，业主诚意出售，随时可以看房,低楼层 (共9层) | 2005年建 | 2室2厅 | 108.23平米 | 南 北,680,"62,830",2005,108.23,17,31.33303149,121.410991,63491,2,,,,,,,,
绿地海域笙晖(公寓),绿地海域笙晖(公寓) 3室1厅 南 北,低楼层 (共16层) | 2015年建 | 3室1厅 | 96.78平米 | 南 北,490,"50,631",2015,96.78,7,31.37133071,121.4563658,63491,2,,,,,,,,
绿地海域笙晖(公寓),双南两房，品质小区环境好，高楼层视野佳，,高楼层 (共16层) | 2015年建 | 2室1厅 | 81.43平米 | 南,438,"53,789",2015,81.43,7,31.37133071,121.4563658,63491,2,,,,,,,,
绿地海域笙晖(公寓),次新小区，稀有双南户型，精装修,低楼层 (共16层) | 2015年建 | 2室1厅 | 81.29平米 | 南 北,410,"50,437",2015,81.29,7,31.37133071,121.4563658,63491,2,,,,,,,,
绿地海域笙晖(公寓),绿地海域笙晖(公寓) 3室1厅 南 北,低楼层 (共16层) | 2015年建 | 3室1厅 | 96.78平米 | 南 北,490,"50,631",2015,96.78,7,31.37133071,121.4563658,63491,2,,,,,,,,
绿地海域笙晖(公寓),绿地海域笙晖(公寓) 3室1厅 南 北,低楼层 (共16层) | 2015年建 | 3室1厅 | 96.78平米 | 南 北,490,"50,631",2015,96.78,7,31.37133071,121.4563658,63491,2,,,,,,,,
绿地海域笙晖(公寓),次新房小区，精装修，业主诚意出售,中楼层 (共16层) | 2015年建 | 2室2厅 | 81.51平米 | 南,438,"53,736",2015,81.51,7,31.37133071,121.4563658,63491,2,,,,,,,,
绿洲花园,满五税少，高楼层，户型方正，业主诚意，随时看房,中楼层 (共13层) | 2006年建 | 2室2厅 | 89.89平米 | 南 北,388,"43,164",2006,89.89,16,31.1718703,121.396858,63491,2,,,,,,,,
绿洲花园,电梯顶复，低密度商品房，南北通户型,高楼层 (共5层) | 2006年建 | 4室2厅 | 135.42平米 | 南 北,600,"44,307",2006,135.42,16,31.1718703,121.396858,63491,2,,,,,,,,
绿洲花园,电梯顶复，低密度商品房，南北通户型,高楼层 (共5层) | 2006年建 | 4室2厅 | 135.42平米 | 南 北,600,"44,307",2006,135.42,16,31.1718703,121.396858,63491,2,,,,,,,,
绿洲花园,电梯顶复，低密度商品房，南北通户型,高楼层 (共5层) | 2006年建 | 4室2厅 | 135.42平米 | 南 北,600,"44,307",2006,135.42,16,31.1718703,121.396858,63491,2,,,,,,,,
绿洲花园,"此房地铁1,7,15三轨可出行，满五年，停车位充足。",低楼层 (共11层) | 2006年建 | 2室2厅 | 93.5平米 | 南 北,388,"41,498",2006,93.5,16,31.1718703,121.396858,63491,2,,,,,,,,
罗南一村,经典两房，户型方正，视野开阔，采光充足。,高楼层 (共6层) | 1994年建 | 2室1厅 | 65.3平米 | 南,210,"32,160",1994,65.3,28,31.39012138,121.3681865,63491,2,,,,,,,,
罗南二村,经典朝南两房，户型方正，视野开阔，采光充足,高楼层 (共6层) | 1995年建 | 2室1厅 | 65.35平米 | 南,210,"32,135",1995,65.35,27,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,此房m五v一 户型正气 配套齐全 诚意出售，精装,中楼层 (共6层) | 1995年建 | 2室1厅 | 65.35平米 | 南,220,"33,665",1995,65.35,27,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,经典两房，户型方正，视野开阔，采光充足，楼层好,中楼层 (共6层) | 1996年建 | 2室1厅 | 69.63平米 | 南,225,"32,314",1996,69.63,26,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,双南格局，楼层好，视野宽阔，采光充足，配套设施全。,高楼层 (共6层) | 1996年建 | 2室1厅 | 75.79平米 | 南,242,"31,931",1996,75.79,26,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,户型方正房型好，两房朝南位置佳，业主诚意税费低。,高楼层 (共6层) | 1996年建 | 2室1厅 | 69.63平米 | 南,222,"31,883",1996,69.63,26,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,房子满五年 、采光视野好、业主诚心出售,高楼层 (共6层) | 1996年建 | 2室1厅 | 69.83平米 | 南,218,"31,219",1996,69.83,26,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,经典两房，户型方正，视野开阔，采光充足。,高楼层 (共6层) | 1995年建 | 2室1厅 | 65.35平米 | 南,215,"32,900",1995,65.35,27,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,满五无个税，户型方正，位置好，视野开阔采光充足,高楼层 (共6层) | 2001年建 | 2室2厅 | 104.14平米 | 南,370,"35,530",2001,104.14,21,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,经典两房，户型方正，视野开阔，采光充足,高楼层 (共6层) | 1996年建 | 2室1厅 | 69.73平米 | 南,219,"31,407",1996,69.73,26,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,罗南二村 楼层好 位置佳 诚心出售,中楼层 (共6层) | 1996年建 | 2室1厅 | 69.83平米 | 南,232,"33,224",1996,69.83,26,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,房子满五年 、采光视野好、业主诚心出售,高楼层 (共6层) | 1996年建 | 2室1厅 | 69.83平米 | 南,218,"31,219",1996,69.83,26,31.39220401,121.3719282,63491,2,,,,,,,,
罗南二村,楼层好、户型好、小区位置好、配套齐全,中楼层 (共5层) | 2005年建 | 3室2厅 | 119.97平米 | 南,410,"34,176",2005,119.97,17,31.39220401,121.3719282,63491,2,,,,,,,,
美兰湖中华园,大边套，大户型，地铁花园带电梯洋房,中楼层 (共6层) | 2011年建 | 5室2厅 | 250.57平米 | 南,980,"39,111",2011,250.57,11,31.41405571,121.366387,63491,2,,,,,,,,
美兰湖中华园,此房满五年，无个税，精装修，保养好。,中楼层 (共6层) | 2011年建 | 2室2厅 | 88.16平米 | 南,398,"45,146",2011,88.16,11,31.41405571,121.366387,63491,2,,,,,,,,
美兰湖中华园,满五年，带车位，2011年小区 环境好,中楼层 (共6层) | 2011年建 | 2室2厅 | 88.06平米 | 南,408,"46,333",2011,88.06,11,31.41405571,121.366387,63491,2,,,,,,,,
美兰湖中华园,满五年+洋房小区+精装修+位置佳,中楼层 (共6层) | 2011年建 | 3室1厅 | 88.62平米 | 南,395,"44,573",2011,88.62,11,31.41405571,121.366387,63491,2,,,,,,,,
美兰湖中华园,精装修满五仅一，带车位，户型方正，得房率高大两房,中楼层 (共6层) | 2011年建 | 2室2厅 | 116.79平米 | 南,420,"35,962",2011,116.79,11,31.41405571,121.366387,63491,2,,,,,,,,
美兰湖岭域,满五年，近地铁，电梯房，精装修，楼层好,中楼层 (共6层) | 2009年建 | 2室2厅 | 90平米 | 南,399,"44,334",2009,90,13,31.39808472,121.3647615,63491,2,,,,,,,,
美兰湖岭域,满五年，近地铁，电梯房，精装修，楼层好,中楼层 (共6层) | 2009年建 | 2室1厅 | 90平米 | 南,401,"44,556",2009,90,13,31.39808472,121.3647615,63491,2,,,,,,,,
美兰湖颐景园,近地铁，满五，有车位，精装修，诚意出售,低楼层 (共6层) | 2007年建 | 3室2厅 | 119.91平米 | 南,540,"45,034",2007,119.91,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,满五，精装修，近地铁，交通方便,低楼层 (共5层) | 2007年建 | 2室2厅 | 84.14平米 | 南 北,380,"45,163",2007,84.14,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,美兰湖颐景园 3室2厅 南,低楼层 (共6层) | 2007年建 | 3室2厅 | 119.76平米 | 南,499,"41,667",2007,119.76,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,此房满五税费少 精装修 近地铁出行方便 诚心出售,低楼层 (共5层) | 2007年建 | 2室2厅 | 88平米 | 南,376,"42,728",2007,88,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,此房户型方正，南北通，得房率高，近地铁，配套设施全,中楼层 (共5层) | 2007年建 | 2室1厅 | 84.05平米 | 南,379,"45,093",2007,84.05,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,户型方正，一楼带花园，得房率高，近地铁配套设施齐全,低楼层 (共6层) | 2007年建 | 4室2厅 | 180.48平米 | 南,755,"41,833",2007,180.48,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,叠加别墅，上下三层，拎包入住。,低楼层 (共4层) | 2007年建 | 4室1厅 | 224.42平米 | 南,938,"41,797",2007,224.42,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,满五，小区中间位置，电梯房，顶层带阁楼,高楼层 (共6层) | 2007年建 | 3室2厅 | 219.96平米 | 南 北,768,"34,916",2007,219.96,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,此房三开间朝南 户型方正 得房率很高,低楼层 (共6层) | 2007年建 | 3室2厅 | 122.68平米 | 南,508,"41,409",2007,122.68,15,31.40023484,121.3687549,63491,2,,,,,,,,
美兰湖颐景园,经典两房 户型方正通透 边套 采光好,中楼层 (共5层) | 2007年建 | 2室2厅 | 88.11平米 | 南,410,"46,533",2007,88.11,15,31.40023484,121.3687549,63491,2,,,,,,,,
美岸栖庭(公寓),房型正 税费少 得房率高 交通便利！,低楼层 (共11层) | 2005年建 | 2室2厅 | 101.9平米 | 南,715,"70,167",2005,101.9,17,31.33362856,121.4988809,63491,2,,,,,,,,
美岸栖庭(公寓),双地铁口，商品房，2013年房龄新 婚房装修，采光好,低楼层 (共18层) | 2013年建 | 1室1厅 | 71.19平米 | 南,480,"67,426",2013,71.19,9,31.33362856,121.4988809,63491,2,,,,,,,,
美岸栖庭(公寓),房子满五，有车位，精装修，随时可签字,高楼层 (共18层) | 2013年建 | 1室2厅 | 62.86平米 | 南,438,"69,679",2013,62.86,9,31.33362856,121.4988809,63491,2,,,,,,,,
美岸栖庭(公寓),房子位置安静 小区交通便利 三轨交汇,低楼层 (共17层) | 2013年建 | 1室1厅 | 45.67平米 | 南,330,"72,258",2013,45.67,9,31.33362856,121.4988809,63491,2,,,,,,,,
美岸栖庭(公寓),楼层高，采光通风好，精装修，拎包入住,中楼层 (共18层) | 2013年建 | 1室1厅 | 71.19平米 | 南,480,"67,426",2013,71.19,9,31.33362856,121.4988809,63491,2,,,,,,,,
美岸栖庭(公寓),业主诚心出售，满五年，采光通风俱佳，看房提前联系,低楼层 (共17层) | 2013年建 | 1室1厅 | 45.67平米 | 南,325,"71,163",2013,45.67,9,31.33362856,121.4988809,63491,2,,,,,,,,
美罗家园佳翔苑,动迁房，税费少，房龄新，电梯房,高楼层 (共18层) | 2015年建 | 2室1厅 | 79.54平米 | 南,275,"34,574",2015,79.54,7,31.40685282,121.3439661,63491,2,,,,,,,,
美罗家园佳翔苑,一手动迁 近地铁 诚意出售 随时可看 正气双南,低楼层 (共18层) | 2015年建 | 2室1厅 | 79.41平米 | 南 北,288,"36,268",2015,79.41,7,31.40685282,121.3439661,63491,2,,,,,,,,
美罗家园佳翔苑,楼层好+采光好+毛坯房+随意装修,高楼层 (共18层) | 2015年建 | 2室1厅 | 79.81平米 | 南 北,285,"35,710",2015,79.81,7,31.40685282,121.3439661,63491,2,,,,,,,,
美罗家园佳翔苑,一手动迁房，南北两房，户型方正,高楼层 (共18层) | 2015年建 | 2室1厅 | 79.41平米 | 南,280,"35,261",2015,79.41,7,31.40685282,121.3439661,63491,2,,,,,,,,
美罗家园宝欣苑七村,房子一手动迁，诚心出售，楼龄新，户型方正，毛坯房,高楼层 (共18层) | 2014年建 | 2室1厅 | 69.08平米 | 南,255,"36,914",2014,69.08,8,31.39084139,121.3462902,63491,2,,,,,,,,
美罗家园宝欣苑七村,动迁房，税费少，房龄新，电梯房,高楼层 (共18层) | 2014年建 | 1室1厅 | 53.73平米 | 南,187,"34,804",2014,53.73,8,31.39084139,121.3462902,63491,2,,,,,,,,
美罗家园宝欣苑七村,动迁房，税费少，房龄新，电梯房,高楼层 (共18层) | 2014年建 | 2室1厅 | 71.84平米 | 南,248,"34,522",2014,71.84,8,31.39084139,121.3462902,63491,2,,,,,,,,
美罗家园宝欣苑七村,动迁房，税费少，房龄新，电梯房，高楼层,高楼层 (共18层) | 2014年建 | 2室1厅 | 74.2平米 | 南,250,"33,693",2014,74.2,8,31.39084139,121.3462902,63491,2,,,,,,,,
美罗家园宝欣苑七村,出行便利，通风采光好，小区安静,低楼层 (共18层) | 2014年建 | 2室1厅 | 69.08平米 | 南,240,"34,743",2014,69.08,8,31.39084139,121.3462902,63491,2,,,,,,,,
美罗家园宝欣苑七村,动迁房，税费少，房龄新，电梯房,低楼层 (共18层) | 2014年建 | 2室1厅 | 68.93平米 | 南,240,"34,818",2014,68.93,8,31.39084139,121.3462902,63491,2,,,,,,,,
美罗家园宝欣苑七村,动迁房 税费低 电梯房 楼龄新,中楼层 (共18层) | 2014年建 | 2室1厅 | 74平米 | 南 北,252,"34,055",2014,74,8,31.39084139,121.3462902,63491,2,,,,,,,,
美罗家园绣苑,动迁房，税费少，房龄新，电梯房,低楼层 (共18层) | 2016年建 | 2室1厅 | 67.58平米 | 南,245,"36,254",2016,67.58,6,31.39576105,121.3493698,63491,2,,,,,,,,
美诗邸,一梯一户 电梯都带空调 地铁200米 链家专享 快来买,低楼层 (共13层) | 2016年建 | 2室2厅 | 94.91平米 | 南 北,630,"66,379",2016,94.91,6,31.31297135,121.390518,63491,2,,,,,,,,
联建新村(宝山),中环边，户型方正，诚意出售 看房方便 小区改造已完成,高楼层 (共5层) | 1984年建 | 2室1厅 | 63.69平米 | 南 北,292,"45,848",1984,63.69,38,31.41027947,121.496563,63491,2,,,,,,,,
聚丰景都,精装修，中层好房，一手动迁，税少,中楼层 (共6层) | 2009年建 | 3室2厅 | 118.12平米 | 南 北,678,"57,400",2009,118.12,13,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,精装修，中层好房，一手动迁，税少,中楼层 (共6层) | 2009年建 | 3室2厅 | 118.12平米 | 南 北,678,"57,400",2009,118.12,13,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,聚丰景都 3室2厅 南 北,中楼层 (共20层) | 2010年建 | 3室2厅 | 142.01平米 | 南 北,778,"54,785",2010,142.01,12,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,南大生态智慧小区 7/15号线双轨交 使用面积大,低楼层 (共20层) | 2010年建 | 3室2厅 | 142.01平米 | 南 北,758,"53,377",2010,142.01,12,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,电梯，带产权车位，飞机户型大三房，看房方便，诚意出,中楼层 (共14层) | 2008年建 | 3室2厅 | 141.99平米 | 南 北,788,"55,497",2008,141.99,14,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,*没有个税，南北通两房，户型方正,低楼层 (共14层) | 2008年建 | 2室2厅 | 94.67平米 | 南,545,"57,569",2008,94.67,14,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,聚丰景都 2室2厅 南 北,高楼层 (共13层) | 2008年建 | 2室2厅 | 120.65平米 | 南 北,660,"54,704",2008,120.65,14,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,南北大三房，全明有窗，7/15双轨交,低楼层 (共20层) | 2010年建 | 3室2厅 | 141.98平米 | 南 北,760,"53,529",2010,141.98,12,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,满五年，电梯房，7号线和15号线双轨交通,中楼层 (共20层) | 2009年建 | 3室2厅 | 142平米 | 南,800,"56,339",2009,142,13,31.31850556,121.3813599,63491,2,,,,,,,,
聚丰景都,南北通透格局，满五年，视野开阔，交通便利，采光充足,中楼层 (共6层) | 2009年建 | 3室2厅 | 118.12平米 | 南 北,680,"57,569",2009,118.12,13,31.31850556,121.3813599,63491,2,,,,,,,,
荣域飘鹰锦和花园(公寓),房龄新 近地铁 带车位 大户型 总价低,低楼层 (共18层) | 2011年建 | 3室2厅 | 138.32平米 | 南,615,"44,463",2011,138.32,11,31.37359797,121.4355673,63491,2,,,,,,,,
荻泾苑,全明户型，中间楼层，居家装修，满五，税费少,中楼层 (共6层) | 1994年建 | 2室1厅 | 80.02平米 | 南,298,"37,241",1994,80.02,28,31.35341766,121.406888,63491,2,,,,,,,,
荻泾苑,精装修两房，满五年，直接拎包入住,高楼层 (共7层) | 1996年建 | 2室1厅 | 74.06平米 | 南,268,"36,187",1996,74.06,26,31.35341766,121.406888,63491,2,,,,,,,,
菊泉公寓,大两房 满五 一梯两户 配套齐全,高楼层 (共6层) | 2003年建 | 2室1厅 | 100.16平米 | 南,380,"37,940",2003,100.16,19,31.36150511,121.3811315,63491,2,,,,,,,,
菊泉公寓,顾村公园旁 南北通透 大两房两卫 满五年 看房随时,中楼层 (共6层) | 2001年建 | 2室2厅 | 118.04平米 | 南 北,420,"35,582",2001,118.04,21,31.36150511,121.3811315,63491,2,,,,,,,,
菊泉新城(菊泉街39弄),菊泉街39弄，一梯两户，总价低看房方便有钥匙,高楼层 (共6层) | 2005年建 | 2室2厅 | 75.69平米 | 南,330,"43,599",2005,75.69,17,31.35767887,121.3870542,63491,2,,,,,,,,
菊泉新城(菊泉街39弄),近地铁++一手动迁++满五 v1++顾村公园+价格可谈,低楼层 (共14层) | 2005年建 | 2室2厅 | 80.79平米 | 东南,338,"41,837",2005,80.79,17,31.35767887,121.3870542,63491,2,,,,,,,,
菊泉新城(菊盛路186弄),双轨交通，三甲医院，出门菊盛公园、菜场，配套齐全,低楼层 (共14层) | 2005年建 | 2室1厅 | 81.31平米 | 西南 北,355,"43,661",2005,81.31,17,31.35751374,121.3793097,63491,2,,,,,,,,
菊泉新城(菊盛路50弄),近地铁，看房方便 钥匙房，满五年，业主诚心出售,高楼层 (共14层) | 2005年建 | 2室2厅 | 81.45平米 | 南,365,"44,813",2005,81.45,17,31.35673389,121.3838272,63491,2,,,,,,,,
菊泉新城(菊盛路50弄),南北直通楼梯大两房，中高楼层，,中楼层 (共5层) | 2005年建 | 2室2厅 | 82.69平米 | 南 北,375,"45,351",2005,82.69,17,31.35673389,121.3838272,63491,2,,,,,,,,
菊泉新城(陆翔路358弄),7、15号线顾村公园两房，华山医院、龙湖天街,高楼层 (共6层) | 2005年建 | 2室2厅 | 81.69平米 | 南,370,"45,294",2005,81.69,17,31.35656737,121.3754217,63491,2,,,,,,,,
菊泉新城(陆翔路678弄),地铁7号线700米+华山医院1.3公里+配套齐全,低楼层 (共11层) | 2005年建 | 3室2厅 | 93.72平米 | 南 北,410,"43,748",2005,93.72,17,31.35815861,121.3754553,63491,2,,,,,,,,
菊泉新城(陆翔路678弄),此房满五年，南北通透格局，小区近地铁。配套齐全。,低楼层 (共14层) | 2005年建 | 2室1厅 | 88.33平米 | 南 北,330,"37,360",2005,88.33,17,31.35815861,121.3754553,63491,2,,,,,,,,
菊泉新城(陆翔路678弄),动迁，双地铁，三甲医疗，南北通，电梯两房,中楼层 (共14层) | 2005年建 | 2室1厅 | 85.41平米 | 南,375,"43,906",2005,85.41,17,31.35815861,121.3754553,63491,2,,,,,,,,
葑润华庭,南北通小两房+低层出入方便，满五年税费少,低楼层 (共6层) | 2008年建 | 2室0厅 | 47.17平米 | 南 北,268,"56,816",2008,47.17,14,31.32901183,121.384503,63491,2,,,,,,,,
葑润华庭,带阁楼！南北通一房，满五年，双轨交通+出行便利,高楼层 (共6层) | 2008年建 | 1室1厅 | 46.1平米 | 南 北,260,"56,400",2008,46.1,14,31.32901183,121.384503,63491,2,,,,,,,,
