place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
万千公寓,交通便利，采光充足，配套齐全，南北通透,低楼层 (共28层) | 2000年建 | 3室2厅 | 127.24平米 | 南 北,775,"60,909",2000,127.24,22,31.26250926,121.437575,70500,1,爱建新村,31.24945384,121.404576,65306,,,,,,,
真如西村,此房满五年，板式结构，户型正，近地铁，配套完善,高楼层 (共6层) | 1984年建 | 2室1厅 | 68.55平米 | 南,435,"63,458",1984,68.55,38,31.25335915,121.4097517,70500,1,,,,,,,,,,,
真如西村,满五税少，1T3户，3轨交可换乘，生活配套齐全。,高楼层 (共7层) | 1988年建 | 2室0厅 | 61.63平米 | 南,375,"60,847",1988,61.63,34,31.25335915,121.4097517,70500,1,,,,,,,,,,,
真建一小区,中环边500万以内紧凑小三房，中楼层 满五税少，14号线,中楼层 (共6层) | 1994年建 | 3室2厅 | 86.23平米 | 南,480,"55,666",1994,86.23,28,31.26720351,121.3875214,70500,1,,,,,,,,,,,
真建一小区,业主说满五仅一套+一房价买两房+诚意出售+产权清晰,高楼层 (共6层) | 1994年建 | 2室1厅 | 60.08平米 | 南,292,"48,602",1994,60.08,28,31.26720351,121.3875214,70500,1,,,,,,,,,,,
真建一小区,中环边500万以内紧凑小三房，中楼层 满五税少，14号线,中楼层 (共6层) | 1994年建 | 3室2厅 | 86.23平米 | 南,480,"55,666",1994,86.23,28,31.26720351,121.3875214,70500,1,,,,,,,,,,,
真建一小区,本房签字装电梯，满五年总价低，不来看真建一，可惜,高楼层 (共6层) | 1994年建 | 2室1厅 | 60.44平米 | 南,310,"51,291",1994,60.44,28,31.26720351,121.3875214,70500,1,,,,,,,,,,,
真建一小区,中外环之间，中层一房，低总价，满五税少，业主诚意,中楼层 (共6层) | 1994年建 | 1室1厅 | 44.83平米 | 南,240,"53,536",1994,44.83,28,31.26720351,121.3875214,70500,1,,,,,,,,,,,
真情公寓,14号线真光路站100米+电梯房+满五年+产权清晰+诚意售,低楼层 (共24层) | 1997年建 | 2室1厅 | 85.8平米 | 南,580,"67,600",1997,85.8,25,31.2604039,121.3909269,70500,1,,,,,,,,,,,
真情公寓,14号旁+无个税+电梯房+后面网红菜场+全明户型,高楼层 (共24层) | 1997年建 | 2室1厅 | 90.75平米 | 南,590,"65,014",1997,90.75,25,31.2604039,121.3909269,70500,1,,,,,,,,,,,
真源小区,厅宽四米有余大三房/房型好/配套好/装修好/位置好/,高楼层 (共7层) | 1999年建 | 3室2厅 | 132.25平米 | 南,896,"67,751",1999,132.25,23,31.24556804,121.3874652,70500,1,,,,,,,,,,,
真源小区,真源三期，带有露台，阁楼，近地铁，2000竣工商品房！,高楼层 (共7层) | 2000年建 | 2室1厅 | 71.16平米 | 南,510,"71,670",2000,71.16,22,31.24556804,121.3874652,70500,1,,,,,,,,,,,
真源小区,中环旁，满五年+中楼层+配套齐全+业主诚意出售,中楼层 (共7层) | 1997年建 | 1室2厅 | 52.06平米 | 南,356,"68,383",1997,52.06,25,31.24556804,121.3874652,70500,1,,,,,,,,,,,
真西新村第二小区,免个税，六楼朝南采光好，小区里地铁站近,高楼层 (共6层) | 1990年建 | 2室1厅 | 59.53平米 | 南,400,"67,194",1990,59.53,32,31.25208726,121.5487653,70500,1,,,,,,,,,,,
真西新村第二小区,此房满五年税费少，户型方正，采光好，离地铁近,中楼层 (共6层) | 1996年建 | 1室1厅 | 47.73平米 | 南,328,"68,720",1996,47.73,26,31.25208726,121.5487653,70500,1,,,,,,,,,,,
真西新村第二小区,免个税，六楼朝南采光好，小区里地铁站近,高楼层 (共6层) | 1990年建 | 2室1厅 | 59.53平米 | 南,400,"67,194",1990,59.53,32,31.25208726,121.5487653,70500,1,,,,,,,,,,,
石一小区,免装修，近地铁，非顶楼，房龄新，采光好，有钥匙！,高楼层 (共7层) | 1990年建 | 1室1厅 | 45.76平米 | 南,290,"63,375",1990,45.76,32,31.25789527,121.4339359,70500,1,,,,,,,,,,,
石一小区,真*满五年，名下一套税费少，精装一室一厅，房东诚售,高楼层 (共6层) | 1986年建 | 1室1厅 | 39.62平米 | 西南,249,"62,848",1986,39.62,36,31.25789527,121.4339359,70500,1,,,,,,,,,,,
石一小区,内环边，装修保养好，*，看房方便，诚意出售！,高楼层 (共7层) | 1990年建 | 1室1厅 | 50.7平米 | 南,295,"58,186",1990,50.7,32,31.25789527,121.4339359,70500,1,,,,,,,,,,,
石一小区,没有个税增值税 全明户型 配套齐全 房东诚意出售,高楼层 (共6层) | 1986年建 | 1室1厅 | 43.49平米 | 南 西,270,"62,084",1986,43.49,36,31.25789527,121.4339359,70500,1,,,,,,,,,,,
石光小区,诚意出售+高区视野好+满五+税费少,高楼层 (共19层) | 1990年建 | 3室1厅 | 81.96平米 | 东 北,585,"71,377",1990,81.96,32,31.25893548,121.4375612,70500,1,,,,,,,,,,,
石光小区,全明户型，产权清晰，到价签字。楼层好采光无遮挡,中楼层 (共19层) | 1990年建 | 3室1厅 | 81.96平米 | 东 北,552,"67,350",1990,81.96,32,31.25893548,121.4375612,70500,1,,,,,,,,,,,
石岚二村,精装修南北两房，次顶楼，采光好，业主承担部分税费,高楼层 (共7层) | 1996年建 | 2室1厅 | 48.93平米 | 南,325,"66,422",1996,48.93,26,31.25586166,121.4292497,70500,1,,,,,,,,,,,
石泉一村,低楼层 采光好 无遮挡 看房方便,低楼层 (共7层) | 1992年建 | 1室1厅 | 47.51平米 | 南,285,"59,988",1992,47.51,30,31.25845454,121.4337985,70500,1,,,,,,,,,,,
石泉一村,税费少，采光视野无遮挡，近地铁，配套齐全,高楼层 (共7层) | 1990年建 | 1室1厅 | 47.1平米 | 南,297,"63,058",1990,47.1,32,31.25845454,121.4337985,70500,1,,,,,,,,,,,
石泉一村,税费少，采光视野无遮挡，近地铁，配套齐全,高楼层 (共7层) | 1990年建 | 1室1厅 | 47.1平米 | 南,297,"63,058",1990,47.1,32,31.25845454,121.4337985,70500,1,,,,,,,,,,,
石泉五村,南北通一室一厅+满五一套房屋+少税+无贷无抵押,高楼层 (共6层) | 1976年建 | 1室1厅 | 36.36平米 | 南 北,230,"63,257",1976,36.36,46,31.25938686,121.433422,70500,1,,,,,,,,,,,
石泉六村,此房满五税少，双南两房，产权清晰，诚意出,高楼层 (共5层) | 1978年建 | 2室0厅 | 43.06平米 | 南,299,"69,438",1978,43.06,44,31.26128882,121.4340116,70500,1,,,,,,,,,,,
石泉六村,此房满五+南北通边套全明三房+诚意出售,高楼层 (共7层) | 1984年建 | 3室1厅 | 73.56平米 | 南,480,"65,253",1984,73.56,38,31.26128882,121.4340116,70500,1,,,,,,,,,,,
石泉六村,此房满五+南北通边套全明三房+诚意出售,高楼层 (共7层) | 1984年建 | 3室1厅 | 73.56平米 | 南,480,"65,253",1984,73.56,38,31.26128882,121.4340116,70500,1,,,,,,,,,,,
石泉六村,近岚皋路7号线+户型方正+诚意出售,高楼层 (共6层) | 1978年建 | 2室1厅 | 47.63平米 | 南,303,"63,616",1978,47.63,44,31.26128882,121.4340116,70500,1,,,,,,,,,,,
石泉六村,近岚皋路7号线+户型方正+诚意出售,高楼层 (共6层) | 1978年建 | 2室1厅 | 47.63平米 | 南,303,"63,616",1978,47.63,44,31.26128882,121.4340116,70500,1,,,,,,,,,,,
石泉六村,此房售后公房税费少 南北通 视野开阔 采光充足急售,高楼层 (共6层) | 1978年建 | 2室1厅 | 47.63平米 | 南 北,302,"63,406",1978,47.63,44,31.26128882,121.4340116,70500,1,,,,,,,,,,,
石泉大厦,全明户型，电梯中楼层，业主诚意出售！！！,中楼层 (共22层) | 1997年建 | 2室2厅 | 85.62平米 | 西北,570,"66,574",1997,85.62,25,31.25820466,121.4360267,70500,1,,,,,,,,,,,
石泉小区,精装修，南北两房，税费少，近地铁,高楼层 (共5层) | 1984年建 | 2室1厅 | 49.76平米 | 南 北,320,"64,309",1984,49.76,38,31.25682271,121.4310626,70500,1,,,,,,,,,,,
石泉苑,诚意出售+大户型+满五年+近地铁,低楼层 (共24层) | 1997年建 | 2室1厅 | 89.48平米 | 北 西南,530,"59,232",1997,89.48,25,31.25671335,121.4326223,70500,1,,,,,,,,,,,
石泉路97弄,钥匙房看房方便+已满五+诚意出售,高楼层 (共7层) | 1993年建 | 1室1厅 | 40.58平米 | 西南,240,"59,143",1993,40.58,29,31.25789102,121.434548,70500,1,,,,,,,,,,,
石泉路97弄,看房方便+已满五+诚意出售+价格好谈,中楼层 (共7层) | 1993年建 | 1室1厅 | 45.85平米 | 西南,280,"61,069",1993,45.85,29,31.25789102,121.434548,70500,1,,,,,,,,,,,
祥和家园,中环旁，商圈配套齐全，14号线，业主诚意出售,高楼层 (共7层) | 2000年建 | 3室2厅 | 116.01平米 | 南 北,820,"70,684",2000,116.01,22,31.25276573,121.3863809,70500,1,,,,,,,,,,,
祥和家园,中环旁，商圈配套齐全，14号线，业主诚意出售,高楼层 (共7层) | 2000年建 | 3室2厅 | 116.01平米 | 南 北,820,"70,684",2000,116.01,22,31.25276573,121.3863809,70500,1,,,,,,,,,,,
祥和星宇花园(一期),中环边，电梯商品房，地铁边，南北户型，满五wei 1,低楼层 (共11层) | 2007年建 | 2室2厅 | 106.55平米 | 南 北,685,"64,290",2007,106.55,15,31.28611201,121.4045969,70500,1,,,,,,,,,,,
祥和星宇花园(二期),飞机户型，3+1功能间，满五税费少,高楼层 (共5层) | 2011年建 | 3室2厅 | 128.44平米 | 南,879,"68,437",2011,128.44,11,31.28690356,121.4006899,70500,1,,,,,,,,,,,
秋月枫舍,此房三房飞机户型正气，视野开阔，楼层好，交通便利！,低楼层 (共18层) | 2001年建 | 3室2厅 | 123.17平米 | 南 北,1220,"99,051",2001,123.17,21,31.25463981,121.4356808,70500,1,,,,,,,,,,,
秋月枫舍,底楼，楼栋位置好，采光无遮挡，没有个税，随时好看房,低楼层 (共30层) | 2004年建 | 3室2厅 | 139.54平米 | 南 北,1250,"89,581",2004,139.54,18,31.25463981,121.4356808,70500,1,,,,,,,,,,,
章家巷小区,边套全明户型，采光良好，满五，税费少，业主诚意,高楼层 (共6层) | 1983年建 | 1室1厅 | 38.24平米 | 南,240,"62,762",1983,38.24,39,31.27312107,121.3574605,70500,1,,,,,,,,,,,
章家巷小区,中楼层，出行方便，朝南采光好，满五税费底，业主诚意,中楼层 (共6层) | 1989年建 | 1室1厅 | 39.49平米 | 南,249,"63,054",1989,39.49,33,31.27312107,121.3574605,70500,1,,,,,,,,,,,
章家巷小区,房子边套，户型正，采光良好，业主诚意,高楼层 (共6层) | 1983年建 | 1室1厅 | 38.59平米 | 南,223,"57,787",1983,38.59,39,31.27312107,121.3574605,70500,1,,,,,,,,,,,
章家巷小区,满 五 、中 区 楼 层、房龄新、15min抵达人民广场,中楼层 (共6层) | 1994年建 | 1室1厅 | 42.25平米 | 东 东南 南,255,"60,356",1994,42.25,28,31.27312107,121.3574605,70500,1,,,,,,,,,,,
童家桥小区,诚意出售+满五+近地铁+全明户型,高楼层 (共6层) | 1982年建 | 2室1厅 | 50.93平米 | 南,350,"68,722",1982,50.93,40,31.2563176,121.4314242,70500,1,,,,,,,,,,,
管弄一二街坊,中间楼层 满五年 采光充足 地铁7号线岚皋路站300米,中楼层 (共6层) | 1988年建 | 2室1厅 | 50.13平米 | 南,360,"71,814",1988,50.13,34,31.6286573,121.4056384,70500,1,,,,,,,,,,,
管弄一二街坊,电梯一房，满五年，交通便利，配套齐全,低楼层 (共18层) | 1990年建 | 1室1厅 | 47.51平米 | 南,350,"73,669",1990,47.51,32,31.6286573,121.4056384,70500,1,,,,,,,,,,,
管弄一二街坊,朝南一房一厅，户型方正，交通便利,低楼层 (共18层) | 1990年建 | 1室1厅 | 47.51平米 | 南,335,"70,512",1990,47.51,32,31.6286573,121.4056384,70500,1,,,,,,,,,,,
管弄一二街坊,售后公房，楼层低，交通便利，户型方正,低楼层 (共6层) | 1988年建 | 2室0厅 | 51平米 | 南,375,"73,530",1988,51,34,31.6286573,121.4056384,70500,1,,,,,,,,,,,
管弄一二街坊,双南户型，一梯两户，近地铁3.4.7号线镇坪路 岚皋路,高楼层 (共6层) | 1989年建 | 2室1厅 | 57.16平米 | 南,395,"69,105",1989,57.16,33,31.6286573,121.4056384,70500,1,,,,,,,,,,,
管弄一二街坊,满五，双南，房型方正，通风采光好，业主诚意卖,高楼层 (共6层) | 1988年建 | 2室0厅 | 51平米 | 南,352,"69,020",1988,51,34,31.6286573,121.4056384,70500,1,,,,,,,,,,,
管弄三街坊,近地铁+户型方正+厨卫全明+采光充足+梯户比少,高楼层 (共6层) | 1986年建 | 1室1厅 | 40.95平米 | 南,280,"68,377",1986,40.95,36,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄三街坊,户型方正+南北一房+近地铁+精装修,高楼层 (共6层) | 1987年建 | 1室1厅 | 41.53平米 | 南,275,"66,218",1987,41.53,35,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄三街坊,近地铁公交出行便利，高楼层通风采光好，配套设施完善,高楼层 (共6层) | 1986年建 | 1室0厅 | 35.27平米 | 南 北,229,"64,928",1986,35.27,36,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄三街坊,精装修 诚意出售 近地铁7号线岚皋路 拎包入住,高楼层 (共6层) | 1986年建 | 1室1厅 | 34.78平米 | 南,230,"66,130",1986,34.78,36,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄三街坊,近地铁 精装修 小户型 采光好 梯户比少,高楼层 (共6层) | 1986年建 | 1室1厅 | 34.78平米 | 南,249,"71,593",1986,34.78,36,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄三街坊,近地铁公交出行便利，高楼层通风采光好，配套设施完善,高楼层 (共6层) | 1986年建 | 1室0厅 | 35.27平米 | 南 北,229,"64,928",1986,35.27,36,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄五六街坊,满五 朝南 近地铁 美丽家园 业主诚意,高楼层 (共6层) | 1988年建 | 1室0厅 | 35.27平米 | 南,240,"68,047",1988,35.27,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,户型正气，中间楼层，视野开阔，,低楼层 (共6层) | 1986年建 | 1室1厅 | 34.78平米 | 南,250,"71,881",1986,34.78,36,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,近地铁、精装修一房、业主诚意出售。,高楼层 (共6层) | 1986年建 | 1室1厅 | 40.11平米 | 南,275,"68,562",1986,40.11,36,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,满五年高楼层采光好，内环边上，交通便利地铁公交,高楼层 (共6层) | 1988年建 | 1室1厅 | 34.6平米 | 南,240,"69,365",1988,34.6,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,满五 朝南 近地铁 美丽家园 业主诚意,高楼层 (共6层) | 1988年建 | 1室0厅 | 35.27平米 | 南,240,"68,047",1988,35.27,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,管弄五六街坊 满五 7号线岚皋路站 精装一房一厅,高楼层 (共6层) | 1988年建 | 1室1厅 | 39.75平米 | 南,258,"64,906",1988,39.75,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,新房源 内环旁近地铁 满五仅一 低总价 采光好 诚意售,高楼层 (共6层) | 1988年建 | 1室0厅 | 34.57平米 | 南,237,"68,557",1988,34.57,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,满五年 朝南 美丽家园 采光好 视野开阔 近地铁7号线,高楼层 (共6层) | 1988年建 | 1室1厅 | 41.53平米 | 南 北,270,"65,014",1988,41.53,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,满五 朝南 近地铁 美丽家园 业主诚意,高楼层 (共6层) | 1988年建 | 1室0厅 | 35.27平米 | 南,240,"68,047",1988,35.27,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,电梯房（已安装）+朝南一房+中间楼层+近地铁+业主急售,低楼层 (共6层) | 1989年建 | 1室1厅 | 39.99平米 | 南,274,"68,518",1989,39.99,33,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄五六街坊,满五 朝南 高楼层 采光好 视野开阔 交通便利,高楼层 (共6层) | 1988年建 | 1室1厅 | 40.11平米 | 南,262,"65,321",1988,40.11,34,31.26444758,121.4308555,70500,1,,,,,,,,,,,
管弄四街坊,内环边，近地铁，高楼层采光好 一房一厅 户型方正,高楼层 (共6层) | 1987年建 | 1室1厅 | 40.73平米 | 南,270,"66,291",1987,40.73,35,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄四街坊,普陀光新，岚皋路南北通1房1厅，一梯两户，采光好,高楼层 (共6层) | 1987年建 | 1室1厅 | 42.39平米 | 南,275,"64,874",1987,42.39,35,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄四街坊,近地铁 精装修 视野开阔 诚意出售,高楼层 (共6层) | 1987年建 | 1室1厅 | 39.75平米 | 南,270,"67,925",1987,39.75,35,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄四街坊,内环边小户型经典好房管弄四街坊闹中取静,高楼层 (共6层) | 1986年建 | 1室1厅 | 41平米 | 南,285,"69,513",1986,41,36,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄四街坊,近地铁 楼层安静 采光好 配套齐全 诚意出售 看房方便,高楼层 (共6层) | 1987年建 | 1室1厅 | 41.53平米 | 南,280,"67,422",1987,41.53,35,31.63022573,121.4051881,70500,1,,,,,,,,,,,
管弄四街坊,近地铁，视野开阔，业主诚意出售,高楼层 (共6层) | 1986年建 | 1室1厅 | 35.71平米 | 东南,245,"68,609",1986,35.71,36,31.63022573,121.4051881,70500,1,,,,,,,,,,,
绿叶小区(普陀),边套全明，内环边，地铁口，电梯房,中楼层 (共14层) | 1978年建 | 2室1厅 | 54.83平米 | 东 北,398,"72,588",1978,54.83,44,31.24903629,121.4253952,70500,1,,,,,,,,,,,
绿叶小区(普陀),边套全明，内环边，地铁口，电梯房,中楼层 (共14层) | 1978年建 | 2室1厅 | 54.83平米 | 东 北,398,"72,588",1978,54.83,44,31.24903629,121.4253952,70500,1,,,,,,,,,,,
绿地世纪城(一期),精装自住+全屋地暖+中 央空调+私人花园+阳光充足,低楼层 (共31层) | 2002年建 | 2室2厅 | 89.55平米 | 南,918,"102,513",2002,89.55,20,31.23898546,121.4256269,70500,1,,,,,,,,,,,
绿地世纪城(三期),内环内三房朝南，阳光充足大三房，满五年唯 一,低楼层 (共21层) | 2003年建 | 3室2厅 | 134.22平米 | 南,1275,"94,994",2003,134.22,19,31.23898546,121.4256269,70500,1,,,,,,,,,,,
绿地世纪城(二期),内环内带17平花园和2个层高4.8米地下室 税少 精装修,低楼层 (共33层) | 2004年建 | 3室2厅 | 134.24平米 | 南,1280,"95,352",2004,134.24,18,31.24016953,121.4266514,70500,1,,,,,,,,,,,
绿地世纪城(二期),本房二手买入，税费少，户型方正、看房方便，诚意出售,低楼层 (共34层) | 2003年建 | 4室2厅 | 150.7平米 | 东 南 北,1450,"96,218",2003,150.7,19,31.24016953,121.4266514,70500,1,,,,,,,,,,,
绿地海珀玉晖,单价跌破十万！一梯一户 大平层 沿河首排,低楼层 (共14层) | 2017年建 | 4室2厅 | 270.71平米 | 南 北,2700,"99,738",2017,270.71,5,31.23401622,121.42542,70500,1,,,,,,,,,,,
绿地海珀玉晖,18年次新 低于市场300万急售 一梯一户 装修hao装,低楼层 (共28层) | 2018年建 | 3室1厅 | 142.39平米 | 南,1804,"126,695",2018,142.39,4,31.23401622,121.42542,70500,1,,,,,,,,,,,
绿洲公寓,此房满五年不唯1的，高区采光好，配套成熟，交通便利,高楼层 (共6层) | 1994年建 | 3室1厅 | 76.98平米 | 南,538,"69,889",1994,76.98,28,31.25791024,121.4005588,70500,1,,,,,,,,,,,
绿洲公寓,满五年税税费少，全明户型，采光不挡，地铁14和15号线,低楼层 (共24层) | 1996年建 | 2室2厅 | 94.61平米 | 东南,617,"65,216",1996,94.61,26,31.25791024,121.4005588,70500,1,,,,,,,,,,,
绿洲公寓,高楼层，采光不错，地段好，配套成熟,高楼层 (共24层) | 1996年建 | 2室2厅 | 94.61平米 | 南,619,"65,427",1996,94.61,26,31.25791024,121.4005588,70500,1,,,,,,,,,,,
绿洲公寓,地段优良，交通便利，满五仅一，配套齐全，,低楼层 (共24层) | 1996年建 | 2室2厅 | 103.03平米 | 南 西,658,"63,865",1996,103.03,26,31.25791024,121.4005588,70500,1,,,,,,,,,,,
绿洲湖畔花园,中环边，花园位置前后河景，紧挨地铁13号线,低楼层 (共27层) | 2005年建 | 3室2厅 | 136.6平米 | 南,1280,"93,705",2005,136.6,17,31.24050406,121.3875973,70500,1,,,,,,,,,,,
绿洲湖畔花园,中环边八月份满五，花园位置前后河景，紧挨地铁13号线,高楼层 (共27层) | 2005年建 | 2室2厅 | 98.82平米 | 南,960,"97,147",2005,98.82,17,31.24050406,121.3875973,70500,1,,,,,,,,,,,
绿翡翠家园,"改善刚需好房,店长倾情推荐。两房两厅，三轨交南北通",低楼层 (共6层) | 2000年建 | 2室2厅 | 88.45平米 | 南,618,"69,870",2000,88.45,22,31.26150776,121.411455,70500,1,,,,,,,,,,,
绿翡翠家园,次房满5年，地理位置好，几个大商场，买进价高。,高楼层 (共6层) | 2000年建 | 3室2厅 | 104.57平米 | 南,740,"70,766",2000,104.57,22,31.26150776,121.411455,70500,1,,,,,,,,,,,
绿翡翠家园,业主诚心出售，户型方正，地段好，看法方便,高楼层 (共6层) | 2000年建 | 3室2厅 | 107.43平米 | 南 北,715,"66,555",2000,107.43,22,31.26150776,121.411455,70500,1,,,,,,,,,,,
芙蓉花苑,花园式小区+南北通电梯三房+精致装修+内环+近地铁,低楼层 (共7层) | 1999年建 | 3室2厅 | 114平米 | 南 北,1050,"92,106",1999,114,23,31.25214384,121.436796,70500,1,,,,,,,,,,,
芝巷公寓,14-15地铁口电梯房 一梯两户 两厅两卫 新普陀梅陇加持,中楼层 (共12层) 2室2厅 | 116.93平米 | 南,980,"83,811",,116.93,,31.24335872,121.4014231,70500,1,,,,,,,,,,,
芝巷小区,新上笋盘 双地铁 满五年 双南格局 户型方正 视野开阔,高楼层 (共6层) | 1994年建 | 2室1厅 | 68.96平米 | 南,590,"85,557",1994,68.96,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷小区799弄朝南一房一厅，诚售装修保养佳,中楼层 (共6层) | 1994年建 | 1室1厅 | 33.41平米 | 南,290,"86,801",1994,33.41,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,新普陀中间楼层，精装1改2，满五年税少，业主置换出售,中楼层 (共6层) | 1996年建 | 1室1厅 | 51.17平米 | 南,435,"85,011",1996,51.17,26,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷799弄笋盘 售后公房 满五年 双地铁 户型好 带天井,低楼层 (共6层) | 1994年建 | 2室1厅 | 56.58平米 | 南,452,"79,887",1994,56.58,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷新上双南全明大两居，灵活空间，位置安静,高楼层 (共6层) | 1994年建 | 2室1厅 | 73.17平米 | 南,598,"81,728",1994,73.17,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,聚焦A房，芝巷笋盘，小区位置中间，看房随时,高楼层 (共6层) | 1995年建 | 1室1厅 | 50.77平米 | 南,398,"78,393",1995,50.77,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,业主房子保养不错 满五不唯/一，采光无遮挡，地铁,高楼层 (共6层) | 1994年建 | 1室1厅 | 51.11平米 | 南,390,"76,307",1994,51.11,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,新普陀梅陇笋盘！长风自住臻选 舒适大客厅,高楼层 (共6层) | 1995年建 | 2室2厅 | 81.41平米 | 南,639,"78,492",1995,81.41,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,聚焦笋盘 总价低 满五年 经典一室户,高楼层 (共6层) | 1995年建 | 1室1厅 | 33.6平米 | 南,300,"89,286",1995,33.6,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,朝南一室带天井，装修好，采光佳，随时看房,低楼层 (共6层) | 1994年建 | 1室1厅 | 33.4平米 | 南,298,"89,222",1994,33.4,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷小区799弄朝南一房一厅，诚售装修保养佳,中楼层 (共6层) | 1994年建 | 1室1厅 | 33.41平米 | 南,290,"86,801",1994,33.41,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,长风陪读自住优选 新普陀梅陇非顶楼 一梯两户正规厅,高楼层 (共6层) | 1994年建 | 2室1厅 | 73.17平米 | 南,620,"84,735",1994,73.17,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,聚焦笋盘 总价低 满五年 经典一室户,高楼层 (共6层) | 1995年建 | 1室1厅 | 33.6平米 | 南,300,"89,286",1995,33.6,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷新上精装修，双南全明户型，13+15双地铁,高楼层 (共6层) | 1994年建 | 2室2厅 | 73.17平米 | 南,622,"85,008",1994,73.17,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,售后公房，双南户型，看房有钥匙，相当方便,低楼层 (共6层) | 1994年建 | 2室2厅 | 71.45平米 | 南,570,"79,777",1994,71.45,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷小区 梅川路799弄，老业主亲情委托 好房子啊,中楼层 (共6层) | 1994年建 | 1室1厅 | 38.75平米 | 南,350,"90,323",1994,38.75,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷小区南北2房，小区中间全明户型 售后公房满五年,高楼层 (共6层) | 1995年建 | 2室1厅 | 56.86平米 | 南 北,455,"80,022",1995,56.86,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷新上笋盘，大一房一厅，采光视野好，小区中间,高楼层 (共6层) | 1994年建 | 1室1厅 | 51.11平米 | 南,398,"77,872",1994,51.11,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷3房，精装修，13+15双地铁，生活配套齐全,高楼层 (共6层) | 1995年建 | 3室1厅 | 80.95平米 | 南 北,690,"85,238",1995,80.95,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,新上笋盘 朝南一室户，精装修，带院子,低楼层 (共6层) | 1995年建 | 1室0厅 | 31.24平米 | 南,288,"92,190",1995,31.24,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷新上 中间楼层 小区中间位置，采光无遮挡,中楼层 (共6层) | 1995年建 | 1室0厅 | 31.73平米 | 西南,277,"87,300",1995,31.73,27,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷小区 美丽家园 精装修南北2房 动迁房满五税费少,高楼层 (共6层) | 1994年建 | 2室1厅 | 56.69平米 | 南 北,450,"79,380",1994,56.69,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
芝巷小区,芝巷两房 中间楼层 税少 全明户型 13+15双地铁,中楼层 (共6层) | 1994年建 | 2室1厅 | 56.26平米 | 北 南,505,"89,762",1994,56.26,28,31.24223582,121.4007379,70500,1,,,,,,,,,,,
苏堤春晓名苑,品质小区 人车分流 森林级绿化 河景房 满五年wei一,低楼层 (共21层) | 2005年建 | 4室2厅 | 189.66平米 | 南,2090,"110,198",2005,189.66,17,31.24308489,121.436084,70500,1,,,,,,,,,,,
